RT(milliseconds),TIC
369470,913114
369480,913533
369490,913461
369500,913337
369510,913322
369520,913319
369530,912845
369540,912664
369550,912659
369560,913056
369570,913241
369580,913378
369590,913465
369600,913577
369610,913735
369620,913839
369630,913748
369640,913419
369650,913185
369660,913191
369670,913238
369680,913034
369690,913022
369700,913364
369710,913370
369720,913217
369730,913193
369740,913504
369750,913726
369760,913466
369770,913368
369780,913327
369790,913301
369800,913121
369810,913225
369820,913297
369830,913712
369840,913922
369850,914125
369860,913874
369870,913520
369880,913372
369890,913098
369900,913061
369910,912975
369920,913358
369930,913284
369940,913279
369950,913024
369960,912966
369970,912986
369980,913335
369990,913618
370000,913368
370010,913259
370020,913151
370030,913352
370040,913426
370050,913591
370060,913522
370070,913420
370080,913641
370090,913930
370100,914243
370110,913781
370120,913438
370130,913040
370140,912929
370150,913058
370160,913185
370170,913477
370180,913644
370190,913811
370200,913795
370210,913525
370220,913151
370230,913050
370240,913118
370250,913074
370260,913153
370270,913387
370280,913727
370290,914004
370300,914276
370310,914312
370320,913997
370330,913701
370340,913619
370350,913681
370360,913398
370370,913244
370380,913509
370390,913830
370400,913889
370410,913605
370420,913650
370430,913623
370440,913261
370450,913129
370460,913120
370470,913460
370480,913247
370490,913205
370500,913165
370510,913297
370520,913536
370530,913653
370540,913501
370550,913106
370560,912866
370570,913170
370580,913495
370590,913502
370600,913278
370610,912855
370620,912569
370630,912731
370640,913181
370650,913949
370660,913811
370670,913717
370680,913291
370690,913346
370700,913844
370710,914042
370720,913994
370730,913530
370740,913384
370750,913246
370760,913334
370770,913445
370780,913631
370790,913638
370800,913577
370810,913344
370820,913192
370830,913355
370840,913628
370850,913757
370860,913766
370870,913896
370880,913719
370890,913328
370900,913180
370910,913260
370920,913653
370930,913849
370940,913878
370950,913192
370960,912616
370970,912757
370980,913256
370990,913701
371000,913300
371010,913276
371020,913076
371030,913304
371040,913273
371050,913582
371060,913645
371070,913837
371080,913789
371090,913966
371100,913624
371110,913545
371120,913515
371130,913909
371140,914048
371150,914068
371160,914184
371170,913970
371180,913988
371190,913753
371200,913889
371210,913615
371220,913260
371230,912930
371240,913074
371250,913526
371260,913299
371270,912883
371280,912751
371290,912983
371300,913189
371310,913094
371320,913120
371330,913434
371340,913683
371350,914032
371360,913553
371370,913153
371380,912940
371390,913184
371400,913418
371410,913475
371420,913591
371430,913575
371440,913552
371450,913448
371460,913637
371470,913776
371480,913892
371490,913682
371500,913485
371510,913112
371520,912763
371530,912617
371540,912636
371550,912843
371560,912879
371570,913210
371580,913541
371590,913775
371600,913418
371610,913203
371620,913245
371630,913565
371640,913648
371650,913750
371660,913760
371670,913855
371680,913972
371690,914056
371700,913749
371710,913421
371720,913219
371730,913299
371740,913254
371750,913432
371760,913622
371770,913541
371780,913461
371790,913440
371800,913715
371810,913559
371820,913649
371830,913485
371840,913462
371850,913260
371860,913147
371870,913274
371880,913504
371890,913601
371900,913108
371910,912967
371920,913123
371930,913694
371940,913376
371950,913223
371960,913310
371970,913811
371980,914135
371990,914231
372000,913805
372010,913342
372020,913354
372030,913636
372040,913750
372050,913732
372060,913746
372070,913862
372080,913721
372090,913814
372100,913742
372110,913763
372120,913713
372130,913713
372140,913436
372150,913481
372160,913625
372170,913655
372180,913646
372190,913589
372200,913871
372210,913679
372220,913483
372230,913226
372240,913226
372250,913505
372260,913668
372270,913777
372280,913573
372290,913438
372300,913194
372310,913151
372320,912869
372330,912840
372340,913158
372350,913676
372360,913871
372370,913669
372380,913229
372390,913060
372400,913262
372410,913678
372420,913813
372430,913691
372440,913513
372450,913408
372460,913175
372470,913181
372480,913314
372490,913307
372500,913400
372510,913190
372520,913196
372530,913300
372540,913836
372550,914100
372560,913826
372570,913571
372580,913400
372590,913268
372600,913453
372610,913884
372620,914134
372630,913927
372640,913646
372650,913606
372660,913466
372670,913100
372680,913359
372690,913608
372700,913854
372710,913345
372720,913244
372730,913126
372740,913266
372750,913266
372760,913476
372770,913619
372780,913416
372790,913202
372800,913248
372810,913610
372820,913943
372830,913826
372840,913299
372850,913048
372860,912903
372870,913046
372880,913337
372890,913582
372900,913595
372910,913385
372920,913204
372930,913156
372940,912736
372950,912811
372960,912836
372970,913139
372980,913283
372990,913300
373000,913064
373010,913058
373020,913325
373030,913676
373040,913521
373050,913556
373060,913508
373070,913266
373080,913106
373090,912964
373100,913390
373110,913368
373120,913361
373130,913393
373140,913502
373150,913515
373160,913313
373170,913175
373180,913334
373190,913476
373200,913430
373210,913265
373220,912962
373230,912985
373240,913208
373250,913548
373260,913606
373270,913463
373280,913093
373290,912933
373300,913189
373310,913620
373320,914141
373330,913862
373340,913450
373350,912884
373360,912858
373370,912864
373380,913154
373390,913391
373400,913483
373410,913330
373420,913383
373430,913488
373440,913425
373450,913228
373460,913001
373470,912989
373480,913105
373490,913113
373500,913082
373510,912878
373520,913258
373530,913314
373540,913172
373550,913006
373560,912980
373570,913059
373580,913067
373590,913237
373600,913050
373610,912788
373620,912869
373630,913363
373640,913679
373650,913645
373660,913796
373670,914203
373680,914190
373690,913830
373700,913271
373710,913125
373720,913255
373730,913554
373740,913654
373750,913478
373760,913434
373770,913703
373780,913688
373790,913627
373800,913756
373810,914025
373820,914121
373830,913546
373840,913150
373850,913003
373860,913264
373870,913501
373880,913338
373890,913376
373900,913434
373910,913312
373920,913451
373930,913645
373940,913758
373950,913441
373960,913068
373970,913168
373980,913401
373990,913676
374000,913927
374010,913845
374020,913720
374030,913311
374040,913154
374050,913278
374060,913393
374070,913395
374080,913178
374090,913156
374100,913226
374110,913406
374120,913433
374130,913336
374140,913193
374150,913331
374160,913528
374170,913792
374180,913772
374190,913631
374200,913520
374210,913570
374220,913559
374230,913750
374240,913825
374250,913781
374260,913435
374270,913375
374280,913453
374290,913290
374300,913361
374310,913352
374320,913546
374330,913346
374340,913500
374350,913840
374360,913829
374370,913534
374380,913264
374390,913309
374400,913559
374410,913771
374420,913949
374430,913712
374440,913558
374450,913342
374460,913553
374470,913567
374480,913614
374490,913471
374500,913146
374510,913136
374520,913241
374530,913307
374540,913301
374550,913420
374560,913685
374570,913807
374580,913628
374590,913425
374600,913532
374610,913654
374620,913619
374630,913651
374640,913869
374650,914092
374660,914041
374670,913573
374680,914033
374690,914240
374700,914498
374710,913764
374720,913292
374730,913547
374740,913954
374750,914263
374760,913833
374770,913676
374780,913498
374790,913828
374800,913847
374810,913611
374820,912869
374830,912775
374840,913076
374850,913567
374860,913577
374870,913331
374880,913411
374890,913411
374900,913526
374910,913516
374920,913604
374930,913343
374940,913051
374950,913294
374960,913538
374970,913621
374980,913203
374990,913478
375000,913352
375010,913485
375020,913331
375030,913694
375040,913523
375050,913567
375060,913529
375070,913382
375080,913201
375090,913166
375100,913615
375110,913639
375120,913603
375130,913476
375140,913597
375150,913753
375160,913874
375170,913799
375180,913704
375190,913320
375200,913292
375210,913369
375220,913706
375230,913800
375240,913725
375250,913592
375260,913477
375270,913496
375280,913376
375290,913440
375300,913813
375310,913981
375320,914000
375330,913691
375340,913656
375350,913401
375360,913574
375370,913831
375380,913987
375390,913478
375400,913300
375410,913161
375420,913309
375430,913360
375440,913605
375450,913778
375460,913776
375470,913764
375480,913594
375490,913330
375500,913609
375510,913613
375520,913566
375530,913105
375540,913146
375550,913666
375560,913816
375570,913882
375580,913333
375590,913181
375600,913433
375610,913805
375620,913953
375630,913644
375640,913571
375650,913611
375660,913463
375670,913360
375680,913374
375690,913738
375700,913845
375710,913744
375720,913448
375730,913288
375740,913503
375750,913491
375760,913758
375770,913802
375780,914068
375790,913946
375800,913969
375810,913982
375820,913995
375830,913672
375840,913346
375850,913651
375860,913702
375870,913933
375880,913567
375890,913335
375900,913270
375910,913586
375920,914008
375930,913990
375940,913778
375950,913350
375960,913343
375970,913319
375980,913702
375990,913800
376000,913702
376010,913545
376020,913290
376030,913601
376040,913789
376050,914107
376060,913864
376070,913680
376080,913285
376090,912985
376100,912865
376110,913139
376120,913571
376130,913717
376140,913744
376150,913505
376160,913480
376170,913297
376180,913672
376190,914029
376200,914336
376210,913929
376220,913590
376230,913378
376240,913403
376250,913448
376260,913477
376270,913811
376280,913690
376290,913434
376300,913110
376310,913179
376320,913578
376330,913581
376340,913704
376350,913840
376360,913796
376370,913639
376380,913401
376390,913575
376400,913940
376410,913739
376420,913412
376430,913247
376440,913655
376450,913929
376460,913844
376470,913757
376480,913586
376490,913511
376500,913758
376510,913927
376520,914004
376530,913666
376540,913432
376550,913306
376560,913355
376570,913578
376580,913630
376590,913556
376600,913511
376610,913372
376620,913260
376630,913535
376640,913811
376650,913956
376660,913697
376670,913461
376680,913269
376690,913179
376700,913328
376710,913451
376720,913566
376730,913510
376740,913433
376750,913236
376760,913180
376770,913003
376780,913021
376790,913041
376800,913469
376810,913679
376820,913884
376830,913649
376840,913337
376850,913312
376860,913535
376870,913920
376880,913865
376890,913641
376900,913176
376910,913096
376920,913436
376930,913916
376940,913945
376950,913744
376960,913653
376970,913598
376980,913937
376990,913995
377000,914110
377010,913853
377020,913742
377030,913577
377040,913446
377050,913636
377060,913639
377070,913649
377080,913469
377090,913413
377100,913140
377110,913213
377120,913748
377130,914271
377140,914215
377150,913772
377160,913400
377170,913278
377180,913234
377190,913251
377200,913327
377210,913355
377220,913380
377230,913046
377240,913085
377250,913283
377260,913567
377270,913559
377280,913616
377290,913927
377300,913991
377310,913828
377320,913526
377330,913654
377340,913676
377350,913823
377360,913614
377370,913530
377380,913741
377390,913818
377400,913968
377410,913712
377420,913700
377430,913742
377440,913781
377450,913754
377460,913615
377470,913755
377480,913890
377490,914215
377500,914391
377510,914581
377520,914388
377530,913760
377540,913313
377550,913361
377560,913445
377570,913200
377580,913388
377590,913650
377600,914141
377610,913725
377620,913823
377630,913672
377640,913505
377650,913601
377660,913939
377670,914198
377680,914111
377690,913984
377700,913777
377710,913466
377720,913547
377730,913708
377740,913828
377750,913963
377760,914119
377770,914115
377780,913852
377790,913760
377800,913751
377810,913526
377820,913386
377830,913005
377840,912772
377850,913156
377860,913727
377870,914011
377880,913609
377890,913543
377900,913580
377910,913541
377920,913453
377930,913455
377940,913365
377950,913088
377960,913071
377970,913196
377980,913406
377990,913628
378000,913862
378010,913957
378020,913971
378030,913950
378040,913670
378050,913268
378060,912647
378070,912595
378080,912919
378090,913469
378100,913821
378110,913511
378120,913540
378130,913668
378140,913828
378150,913773
378160,913577
378170,913567
378180,913609
378190,913516
378200,913409
378210,913226
378220,913236
378230,913498
378240,913650
378250,913800
378260,913806
378270,913901
378280,913790
378290,913668
378300,913571
378310,913316
378320,913071
378330,912876
378340,913099
378350,913356
378360,913395
378370,913742
378380,913971
378390,914290
378400,914029
378410,913646
378420,913285
378430,913413
378440,913711
378450,913910
378460,913756
378470,913546
378480,913194
378490,913266
378500,913706
378510,914206
378520,914351
378530,914030
378540,913834
378550,913785
378560,913710
378570,913944
378580,913604
378590,913544
378600,913131
378610,913435
378620,913629
378630,913694
378640,913510
378650,913502
378660,913460
378670,913545
378680,913656
378690,913794
378700,913970
378710,913848
378720,913787
378730,913307
378740,913123
378750,913075
378760,913180
378770,913385
378780,913684
378790,913717
378800,913276
378810,913240
378820,913766
378830,914265
378840,913873
378850,913344
378860,912997
378870,912976
378880,912934
378890,913060
378900,913105
378910,913270
378920,913358
378930,913750
378940,913851
378950,913779
378960,913349
378970,913044
378980,913145
378990,913611
379000,913915
379010,914006
379020,913791
379030,913873
379040,913913
379050,913927
379060,913535
379070,913108
379080,913104
379090,913286
379100,913536
379110,913679
379120,914023
379130,914196
379140,914191
379150,913985
379160,913798
379170,913931
379180,913744
379190,913597
379200,913277
379210,913415
379220,913644
379230,913646
379240,913486
379250,913844
379260,914009
379270,913945
379280,913478
379290,913187
379300,913204
379310,913132
379320,913470
379330,913586
379340,913792
379350,913843
379360,913974
379370,913852
379380,913899
379390,914177
379400,914406
379410,914182
379420,913877
379430,913520
379440,913525
379450,913634
379460,913969
379470,914061
379480,913607
379490,913389
379500,913311
379510,913530
379520,913634
379530,913510
379540,913310
379550,913360
379560,913694
379570,913953
379580,913823
379590,913789
379600,913852
379610,913690
379620,913304
379630,913360
379640,913496
379650,913413
379660,913536
379670,913937
379680,914373
379690,914287
379700,913853
379710,913537
379720,913222
379730,913481
379740,913948
379750,914139
379760,913935
379770,913588
379780,913649
379790,913511
379800,913363
379810,913067
379820,913207
379830,913439
379840,913571
379850,913274
379860,913294
379870,913494
379880,913763
379890,913490
379900,913457
379910,913644
379920,913923
379930,913691
379940,913299
379950,913114
379960,913201
379970,913494
379980,913396
379990,913476
380000,913358
380010,913629
380020,913563
380030,913997
380040,913940
380050,913440
380060,912943
380070,913304
380080,913639
380090,913551
380100,913072
380110,913205
380120,913642
380130,913622
380140,913670
380150,913675
380160,913911
380170,913997
380180,913623
380190,913354
380200,912963
380210,912996
380220,913319
380230,913448
380240,913534
380250,913635
380260,913886
380270,913713
380280,913181
380290,913181
380300,913581
380310,913844
380320,913873
380330,913694
380340,913742
380350,913558
380360,913563
380370,913762
380380,914200
380390,914132
380400,913487
380410,913298
380420,913719
380430,914321
380440,914129
380450,913873
380460,913630
380470,913283
380480,913288
380490,913438
380500,913993
380510,913631
380520,913239
380530,913175
380540,913485
380550,913690
380560,913605
380570,913787
380580,913970
380590,914014
380600,913882
380610,913727
380620,913779
380630,913478
380640,913556
380650,913694
380660,913949
380670,914012
380680,913828
380690,913701
380700,913738
380710,913577
380720,913474
380730,913153
380740,913106
380750,913205
380760,913323
380770,913307
380780,913357
380790,913563
380800,913983
380810,914043
380820,913833
380830,913611
380840,913446
380850,913308
380860,913391
380870,913798
380880,914048
380890,913864
380900,913735
380910,913459
380920,913118
380930,912913
380940,913170
380950,913804
380960,913940
380970,913991
380980,913537
380990,913163
381000,913170
381010,913406
381020,913838
381030,913867
381040,913894
381050,913532
381060,913614
381070,913691
381080,913835
381090,913641
381100,913451
381110,913588
381120,913619
381130,913547
381140,913427
381150,913593
381160,913818
381170,913960
381180,913964
381190,913854
381200,913741
381210,913568
381220,913742
381230,913944
381240,914107
381250,913881
381260,913571
381270,913368
381280,913331
381290,913446
381300,913357
381310,913589
381320,913586
381330,914079
381340,914114
381350,913888
381360,913425
381370,913645
381380,913878
381390,914043
381400,913720
381410,913894
381420,913652
381430,913282
381440,913103
381450,913106
381460,913485
381470,913577
381480,913472
381490,913414
381500,913625
381510,913942
381520,913967
381530,913536
381540,913305
381550,913022
381560,912971
381570,913324
381580,913636
381590,913948
381600,913826
381610,913568
381620,913514
381630,913278
381640,913466
381650,913675
381660,913981
381670,914162
381680,913814
381690,913434
381700,913209
381710,913246
381720,913623
381730,913758
381740,913676
381750,913529
381760,913561
381770,913901
381780,913997
381790,913878
381800,913629
381810,913509
381820,913864
381830,913795
381840,913561
381850,913505
381860,913631
381870,913945
381880,913706
381890,913713
381900,913808
381910,913883
381920,913863
381930,913614
381940,913540
381950,913457
381960,913606
381970,913695
381980,913744
381990,913706
382000,913515
382010,913284
382020,913052
382030,913331
382040,913698
382050,913972
382060,913646
382070,913379
382080,913679
382090,914194
382100,914514
382110,914053
382120,913716
382130,913451
382140,913510
382150,913381
382160,913380
382170,913538
382180,913548
382190,913688
382200,913618
382210,913633
382220,913565
382230,913538
382240,913414
382250,913282
382260,913267
382270,913270
382280,913531
382290,913661
382300,913862
382310,913691
382320,913731
382330,913506
382340,913439
382350,913406
382360,913667
382370,913848
382380,913530
382390,913389
382400,913245
382410,913451
382420,913784
382430,914012
382440,914021
382450,913781
382460,913795
382470,913735
382480,913686
382490,913578
382500,913609
382510,913547
382520,913410
382530,913297
382540,913301
382550,913511
382560,913612
382570,913972
382580,914016
382590,913924
382600,913679
382610,913403
382620,913640
382630,913584
382640,913706
382650,913624
382660,913384
382670,913136
382680,913200
382690,913559
382700,913832
382710,913770
382720,913747
382730,913536
382740,913486
382750,913599
382760,913777
382770,913874
382780,913506
382790,913522
382800,913225
382810,913426
382820,913374
382830,913529
382840,913531
382850,913433
382860,913445
382870,913330
382880,913501
382890,913571
382900,913573
382910,913442
382920,913304
382930,913429
382940,913700
382950,913858
382960,913778
382970,913646
382980,913607
382990,913609
383000,913503
383010,913611
383020,914179
383030,914447
383040,914234
383050,913781
383060,913285
383070,913379
383080,913659
383090,913808
383100,913995
383110,913799
383120,913976
383130,913667
383140,913518
383150,914099
383160,914245
383170,914350
383180,913748
383190,913667
383200,913395
383210,913516
383220,913766
383230,913966
383240,914068
383250,914153
383260,914077
383270,913736
383280,913558
383290,913442
383300,913738
383310,913781
383320,913818
383330,913701
383340,913505
383350,913573
383360,913658
383370,913981
383380,914182
383390,914098
383400,913837
383410,913781
383420,913937
383430,914109
383440,914240
383450,914051
383460,913781
383470,913801
383480,913974
383490,914143
383500,913571
383510,913316
383520,913343
383530,913701
383540,913794
383550,914154
383560,914261
383570,914021
383580,913614
383590,913758
383600,913775
383610,913751
383620,913753
383630,914081
383640,914036
383650,913996
383660,913678
383670,913544
383680,913398
383690,913784
383700,914004
383710,913734
383720,913321
383730,913151
383740,913323
383750,913710
383760,913682
383770,913434
383780,913160
383790,913145
383800,913583
383810,913685
383820,913970
383830,913976
383840,914056
383850,914032
383860,914350
383870,914561
383880,914336
383890,913490
383900,913076
383910,913271
383920,913610
383930,913908
383940,913847
383950,913675
383960,913558
383970,913651
383980,913575
383990,913282
384000,913451
384010,913754
384020,914224
384030,913931
384040,913755
384050,913691
384060,913746
384070,914096
384080,913791
384090,913878
384100,913611
384110,913472
384120,913599
384130,913532
384140,913551
384150,912986
384160,913056
384170,913430
384180,913622
384190,913435
384200,913223
384210,913209
384220,913596
384230,913920
384240,914032
384250,913823
384260,913406
384270,913440
384280,913448
384290,913541
384300,913543
384310,913769
384320,914064
384330,913822
384340,913506
384350,913334
384360,913608
384370,913674
384380,913516
384390,913412
384400,913673
384410,914074
384420,914235
384430,914136
384440,914043
384450,913928
384460,913745
384470,913409
384480,913563
384490,913854
384500,914158
384510,914021
384520,913704
384530,913443
384540,913286
384550,913417
384560,913646
384570,913828
384580,913811
384590,913651
384600,913870
384610,913908
384620,913904
384630,913463
384640,913403
384650,913493
384660,913511
384670,913294
384680,913140
384690,913339
384700,913275
384710,913200
384720,913656
384730,914274
384740,914424
384750,913860
384760,913410
384770,913346
384780,913552
384790,913970
384800,914245
384810,914239
384820,914043
384830,913559
384840,913558
384850,913764
384860,913924
384870,913751
384880,913664
384890,913649
384900,913325
384910,913129
384920,913308
384930,913569
384940,913494
384950,913546
384960,913754
384970,913790
384980,913485
384990,913365
385000,913414
385010,913618
385020,913439
385030,913457
385040,913648
385050,913868
385060,913813
385070,913605
385080,913420
385090,913502
385100,913680
385110,913840
385120,913935
385130,913821
385140,913794
385150,913217
385160,913284
385170,913501
385180,913858
385190,913868
385200,913706
385210,913651
385220,913569
385230,913451
385240,913196
385250,913321
385260,913541
385270,913836
385280,913579
385290,913352
385300,913116
385310,913086
385320,913456
385330,913964
385340,914106
385350,913823
385360,913758
385370,913766
385380,913727
385390,913626
385400,913615
385410,913435
385420,913429
385430,913428
385440,913803
385450,914123
385460,914326
385470,914269
385480,913668
385490,913335
385500,913466
385510,913650
385520,913676
385530,913501
385540,913518
385550,913509
385560,913416
385570,913561
385580,913426
385590,913246
385600,913235
385610,913528
385620,913665
385630,913770
385640,914005
385650,914099
385660,914141
385670,914101
385680,913919
385690,913462
385700,913305
385710,913532
385720,913876
385730,913916
385740,913943
385750,913566
385760,913421
385770,913246
385780,913479
385790,913674
385800,913867
385810,913824
385820,913717
385830,913428
385840,913337
385850,913480
385860,913718
385870,913822
385880,913474
385890,913211
385900,913217
385910,913631
385920,913922
385930,913900
385940,913679
385950,913476
385960,913352
385970,913213
385980,913148
385990,913187
386000,913293
386010,913456
386020,913481
386030,913108
386040,912800
386050,913155
386060,913721
386070,914105
386080,913937
386090,913696
386100,913466
386110,913246
386120,913068
386130,913145
386140,913190
386150,913581
386160,913455
386170,913489
386180,913540
386190,914113
386200,914300
386210,913959
386220,913487
386230,913492
386240,913547
386250,913541
386260,913421
386270,913571
386280,913661
386290,913649
386300,913494
386310,913364
386320,913436
386330,913460
386340,913659
386350,913563
386360,913485
386370,913414
386380,913329
386390,913327
386400,913181
386410,913174
386420,913271
386430,913480
386440,913610
386450,913904
386460,914025
386470,914011
386480,913631
386490,913616
386500,913438
386510,913315
386520,913439
386530,913714
386540,913964
386550,913681
386560,913475
386570,913510
386580,913418
386590,913765
386600,913743
386610,913787
386620,913250
386630,913074
386640,913065
386650,913252
386660,913591
386670,913750
386680,913720
386690,913556
386700,913781
386710,913959
386720,914013
386730,913759
386740,913777
386750,913481
386760,913337
386770,913427
386780,913546
386790,913511
386800,913166
386810,913068
386820,913391
386830,913664
386840,913756
386850,913493
386860,913389
386870,913658
386880,913584
386890,913489
386900,913543
386910,913608
386920,913928
386930,913603
386940,913389
386950,912926
386960,913075
386970,913386
386980,913841
386990,913943
387000,914369
387010,914234
387020,914012
387030,913685
387040,913725
387050,913928
387060,913801
387070,913879
387080,913654
387090,913622
387100,913606
387110,913478
387120,913703
387130,913655
387140,913844
387150,913636
387160,913359
387170,913329
387180,913601
387190,913820
387200,913770
387210,913453
387220,913409
387230,913179
387240,913071
387250,913248
387260,913463
387270,913498
387280,913349
387290,913484
387300,913545
387310,913417
387320,913537
387330,913541
387340,913794
387350,913950
387360,914155
387370,914031
387380,913713
387390,913567
387400,913690
387410,913726
387420,913817
387430,913311
387440,913205
387450,913390
387460,913763
387470,913688
387480,913418
387490,913391
387500,913552
387510,913592
387520,913666
387530,913726
387540,913908
387550,913916
387560,913788
387570,913415
387580,913314
387590,913285
387600,913714
387610,913799
387620,913620
387630,913312
387640,913254
387650,913409
387660,913416
387670,913250
387680,913439
387690,913615
387700,913736
387710,913891
387720,914013
387730,914043
387740,913487
387750,913548
387760,913667
387770,914026
387780,913772
387790,913489
387800,913203
387810,913124
387820,913651
387830,913903
387840,913778
387850,913338
387860,913151
387870,913056
387880,913011
387890,913134
387900,913463
387910,913755
387920,913985
387930,913931
387940,913519
387950,913525
387960,913443
387970,913525
387980,913111
387990,913046
388000,913294
388010,913454
388020,913566
388030,913412
388040,913523
388050,913469
388060,913435
388070,913513
388080,913404
388090,913664
388100,913758
388110,913880
388120,913736
388130,913704
388140,913689
388150,913405
388160,913048
388170,913209
388180,913499
388190,913591
388200,913826
388210,914011
388220,914227
388230,913997
388240,913702
388250,913379
388260,913258
388270,913672
388280,914072
388290,914201
388300,913705
388310,913431
388320,913325
388330,913398
388340,913121
388350,913101
388360,913586
388370,914181
388380,914281
388390,913675
388400,913336
388410,913254
388420,913624
388430,913770
388440,913558
388450,913435
388460,913444
388470,913635
388480,913769
388490,913680
388500,913660
388510,913536
388520,913521
388530,913490
388540,913419
388550,913537
388560,913762
388570,914087
388580,914016
388590,913717
388600,913532
388610,913693
388620,913536
388630,913352
388640,913301
388650,913501
388660,913541
388670,913349
388680,913234
388690,913241
388700,913433
388710,913667
388720,913805
388730,913676
388740,913448
388750,913432
388760,913313
388770,913701
388780,913758
388790,913758
388800,913172
388810,913006
388820,913248
388830,913850
388840,913943
388850,913668
388860,913344
388870,913237
388880,913615
388890,913813
388900,913934
388910,913915
388920,913800
388930,913477
388940,913003
388950,913253
388960,913574
388970,913687
388980,913189
388990,913124
389000,913124
389010,913232
389020,913310
389030,913499
389040,913586
389050,913442
389060,913459
389070,913515
389080,913770
389090,913628
389100,913666
389110,913616
389120,913574
389130,913592
389140,913351
389150,913376
389160,913296
389170,913394
389180,913326
389190,913106
389200,913245
389210,913714
389220,914126
389230,913823
389240,913330
389250,913344
389260,913567
389270,913774
389280,913526
389290,913614
389300,913593
389310,913629
389320,913703
389330,913745
389340,913781
389350,913680
389360,913603
389370,913610
389380,913763
389390,914034
389400,914073
389410,913824
389420,913630
389430,913748
389440,913712
389450,913616
389460,913498
389470,913706
389480,913750
389490,913646
389500,913556
389510,913544
389520,913511
389530,913464
389540,913418
389550,913412
389560,913402
389570,913007
389580,912971
389590,912946
389600,913469
389610,913756
389620,913856
389630,913968
389640,913680
389650,913127
389660,912998
389670,913290
389680,913468
389690,913298
389700,913072
389710,913277
389720,913131
389730,913489
389740,913944
389750,914419
389760,914350
389770,913867
389780,913439
389790,913231
389800,913370
389810,913623
389820,913599
389830,913421
389840,913493
389850,913535
389860,913621
389870,913794
389880,913883
389890,913867
389900,913516
389910,913350
389920,913478
389930,913433
389940,913517
389950,913087
389960,913103
389970,913370
389980,913605
389990,913499
390000,913463
390010,913661
390020,913955
390030,913535
390040,913228
390050,913393
390060,913570
390070,913783
390080,913633
390090,913551
390100,913804
390110,913706
390120,913471
390130,913056
390140,912999
390150,913088
390160,913136
390170,913079
390180,913401
390190,913732
390200,913985
390210,913903
390220,913869
390230,913601
390240,913470
390250,913170
390260,913264
390270,913845
390280,913985
390290,913950
390300,913311
390310,913288
390320,913245
390330,913293
390340,913418
390350,913459
390360,913346
390370,913088
390380,913154
390390,912836
390400,912728
390410,912785
390420,913493
390430,913598
390440,913256
390450,912907
390460,912917
390470,913192
390480,913279
390490,913259
390500,912933
390510,912937
390520,913372
390530,913766
390540,913702
390550,913406
390560,913139
390570,913222
390580,913350
390590,913715
390600,913664
390610,913671
390620,913713
390630,914068
390640,913924
390650,913616
390660,913291
390670,913399
390680,913367
390690,913414
390700,913600
390710,913715
390720,913750
390730,913410
390740,913594
390750,913579
390760,913490
390770,913255
390780,913230
390790,913504
390800,913878
390810,914011
390820,913847
390830,913518
390840,913594
390850,913873
390860,913823
390870,913191
390880,912757
390890,912891
390900,913663
390910,913865
390920,914053
390930,913785
390940,913837
390950,913678
390960,913785
390970,913636
390980,913627
390990,913639
391000,913564
391010,913245
391020,913100
391030,913194
391040,913635
391050,913757
391060,913744
391070,913736
391080,913721
391090,913954
391100,913766
391110,913549
391120,913506
391130,913634
391140,913609
391150,913605
391160,913626
391170,913911
391180,913784
391190,913508
391200,913539
391210,913733
391220,913983
391230,914177
391240,914147
391250,913930
391260,913567
391270,913436
391280,913685
391290,914019
391300,914437
391310,914579
391320,914199
391330,913759
391340,913532
391350,913624
391360,913850
391370,913982
391380,913799
391390,913493
391400,913465
391410,913673
391420,913804
391430,913683
391440,913616
391450,913706
391460,913550
391470,913116
391480,912855
391490,913262
391500,914132
391510,914392
391520,914220
391530,913928
391540,913883
391550,913804
391560,913820
391570,914096
391580,914150
391590,914252
391600,914031
391610,914011
391620,913601
391630,913607
391640,913884
391650,914273
391660,913916
391670,913409
391680,913334
391690,913986
391700,914313
391710,914141
391720,913665
391730,913489
391740,913309
391750,913708
391760,913953
391770,914298
391780,913870
391790,913694
391800,913350
391810,913509
391820,913987
391830,914503
391840,914406
391850,914066
391860,913652
391870,913661
391880,913600
391890,913774
391900,913755
391910,913529
391920,913601
391930,913410
391940,913323
391950,913373
391960,913581
391970,913927
391980,913898
391990,913970
392000,913988
392010,913680
392020,913575
392030,913318
392040,913402
392050,913456
392060,913595
392070,913586
392080,913387
392090,913300
392100,913276
392110,913529
392120,913631
392130,913743
392140,913509
392150,913411
392160,913380
392170,913676
392180,913841
392190,914150
392200,914304
392210,914081
392220,913814
392230,913519
392240,913470
392250,913246
392260,913128
392270,913361
392280,913553
392290,913487
392300,913164
392310,913027
392320,913431
392330,913765
392340,914032
392350,913954
392360,913937
392370,913904
392380,913854
392390,913740
392400,913626
392410,913611
392420,913331
392430,913184
392440,913327
392450,913483
392460,913479
392470,913141
392480,912841
392490,912774
392500,912974
392510,913556
392520,913879
392530,913807
392540,913590
392550,913202
392560,913027
392570,913313
392580,913582
392590,913940
392600,913859
392610,913820
392620,913668
392630,913704
392640,913858
392650,913589
392660,913416
392670,913396
392680,913914
392690,914230
392700,914437
392710,914225
392720,913811
392730,913370
392740,913187
392750,913364
392760,913590
392770,913706
