RT(milliseconds),TIC
738130,916616
738140,916531
738150,916787
738160,916625
738170,916045
738180,915941
738190,916449
738200,917083
738210,917093
738220,916515
738230,916417
738240,916760
738250,916985
738260,916940
738270,916633
738280,916601
738290,916616
738300,916412
738310,916201
738320,916105
738330,916451
738340,916653
738350,916774
738360,917029
738370,917039
738380,917001
738390,916973
738400,917068
738410,917095
738420,916834
738430,916671
738440,916402
738450,916096
738460,916075
738470,916502
738480,916937
738490,917090
738500,917001
738510,916833
738520,917004
738530,916880
738540,916885
738550,916987
738560,917066
738570,917107
738580,916610
738590,916256
738600,916571
738610,917085
738620,917632
738630,917133
738640,916765
738650,916622
738660,916723
738670,916616
738680,916682
738690,916988
738700,917197
738710,917026
738720,916796
738730,916798
738740,916746
738750,916830
738760,916759
738770,916974
738780,916718
738790,916329
738800,916235
738810,916306
738820,916870
738830,916927
738840,916826
738850,916926
738860,917081
738870,917086
738880,916838
738890,916800
738900,917038
738910,916990
738920,916541
738930,916462
738940,916570
738950,916736
738960,916445
738970,916115
738980,916161
738990,916676
739000,917141
739010,917147
739020,916741
739030,916664
739040,916837
739050,917035
739060,916724
739070,916789
739080,917039
739090,917295
739100,916844
739110,916705
739120,916981
739130,917072
739140,916816
739150,916673
739160,916826
739170,916936
739180,916290
739190,915854
739200,915971
739210,916586
739220,917011
739230,916636
739240,916239
739250,916379
739260,916565
739270,916499
739280,916382
739290,916683
739300,917035
739310,916923
739320,916505
739330,916465
739340,916661
739350,916921
739360,916831
739370,916926
739380,916892
739390,917149
739400,917091
739410,917180
739420,917167
739430,917431
739440,917467
739450,917111
739460,916600
739470,916834
739480,917045
739490,917047
739500,916997
739510,916973
739520,917306
739530,917076
739540,917047
739550,916996
739560,917099
739570,917054
739580,917011
739590,916986
739600,917436
739610,917460
739620,917102
739630,916606
739640,916543
739650,916656
739660,916631
739670,916052
739680,916034
739690,916354
739700,917073
739710,917287
739720,917038
739730,916877
739740,916993
739750,917246
739760,917178
739770,917141
739780,916753
739790,916916
739800,916763
739810,917061
739820,916984
739830,916997
739840,917169
739850,917038
739860,916929
739870,916858
739880,916906
739890,916971
739900,917128
739910,917287
739920,917251
739930,917156
739940,917101
739950,917347
739960,916996
739970,916705
739980,916600
739990,917000
740000,917486
740010,917344
740020,916766
740030,916484
740040,916666
740050,917162
740060,917184
740070,916974
740080,916748
740090,916935
740100,917027
740110,917081
740120,916778
740130,916882
740140,916946
740150,917016
740160,916970
740170,916980
740180,916819
740190,916886
740200,916595
740210,916597
740220,916439
740230,916655
740240,917051
740250,917072
740260,916843
740270,916658
740280,916601
740290,916866
740300,917078
740310,917329
740320,917579
740330,917458
740340,917368
740350,917011
740360,916983
740370,916981
740380,916969
740390,917106
740400,917426
740410,917619
740420,917333
740430,916768
740440,916803
740450,917102
740460,917456
740470,917313
740480,917213
740490,917188
740500,917233
740510,917290
740520,917243
740530,917426
740540,917642
740550,917684
740560,917336
740570,916674
740580,916299
740590,916540
740600,916616
740610,916586
740620,916338
740630,916928
740640,917679
740650,917992
740660,917485
740670,916750
740680,916489
740690,916731
740700,917158
740710,917386
740720,917331
740730,917250
740740,917153
740750,917044
740760,917120
740770,917351
740780,917741
740790,917699
740800,917492
740810,917447
740820,917866
740830,917863
740840,917259
740850,916642
740860,916788
740870,917377
740880,917474
740890,917270
740900,916873
740910,916941
740920,917080
740930,917103
740940,917316
740950,917118
740960,916966
740970,916760
740980,916939
740990,917066
741000,917139
741010,917091
741020,917131
741030,916770
741040,920150
741050,924080
741060,924490
741070,921084
741080,917389
741090,917267
741100,917278
741110,917009
741120,916733
741130,916763
741140,917162
741150,917360
741160,917476
741170,917471
741180,917543
741190,917297
741200,917026
741210,917006
741220,916806
741230,917084
741240,917267
741250,917688
741260,917715
741270,917398
741280,917204
741290,917169
741300,917332
741310,917250
741320,917355
741330,917441
741340,917631
741350,917091
741360,916845
741370,917024
741380,917246
741390,917227
741400,916761
741410,916529
741420,916994
741430,917436
741440,917522
741450,917273
741460,917364
741470,917430
741480,917183
741490,916816
741500,917075
741510,917107
741520,917138
741530,916909
741540,917102
741550,917208
741560,917343
741570,917089
741580,917062
741590,917218
741600,917460
741610,917463
741620,917281
741630,917354
741640,917282
741650,917126
741660,916948
741670,917056
741680,917156
741690,917237
741700,917176
741710,917259
741720,917245
741730,917271
741740,917103
741750,916952
741760,916941
741770,916979
741780,917034
741790,916989
741800,917342
741810,917540
741820,917410
741830,916811
741840,916854
741850,916901
741860,917408
741870,917617
741880,917853
741890,917501
741900,917036
741910,916896
741920,917348
741930,917557
741940,917456
741950,916511
741960,916253
741970,916766
741980,917548
741990,917675
742000,917289
742010,917090
742020,917098
742030,917326
742040,917538
742050,917755
742060,917640
742070,917243
742080,916755
742090,916507
742100,917030
742110,917378
742120,917261
742130,916687
742140,916449
742150,916803
742160,917145
742170,917419
742180,917191
742190,917015
742200,916833
742210,916627
742220,916496
742230,916577
742240,917220
742250,917403
742260,917270
742270,916854
742280,917089
742290,917421
742300,917311
742310,917024
742320,917060
742330,917243
742340,917185
742350,916776
742360,916667
742370,917009
742380,917209
742390,917196
742400,916705
742410,916533
742420,916884
742430,917190
742440,917278
742450,916940
742460,916859
742470,916980
742480,917213
742490,917092
742500,916749
742510,916616
742520,916848
742530,917258
742540,917252
742550,917156
742560,917029
742570,917141
742580,917020
742590,916876
742600,917041
742610,917093
742620,916843
742630,916603
742640,916863
742650,917304
742660,917055
742670,916576
742680,916556
742690,917048
742700,917351
742710,917060
742720,916654
742730,916691
742740,916867
742750,917253
742760,917280
742770,917192
742780,916818
742790,916928
742800,917055
742810,916908
742820,916719
742830,916547
742840,916691
742850,916906
742860,917121
742870,917020
742880,916835
742890,916713
742900,916849
742910,916990
742920,917613
742930,917976
742940,918007
742950,917709
742960,917259
742970,917113
742980,916770
742990,916746
743000,916859
743010,917029
743020,917281
743030,917248
743040,917179
743050,917259
743060,917105
743070,916886
743080,916638
743090,916601
743100,916856
743110,916935
743120,917029
743130,916894
743140,916777
743150,916829
743160,916957
743170,917101
743180,916994
743190,916939
743200,917064
743210,917173
743220,917058
743230,916901
743240,916801
743250,917193
743260,916983
743270,917023
743280,916835
743290,916754
743300,916821
743310,916727
743320,917237
743330,917681
743340,917834
743350,917478
743360,917170
743370,917542
743380,917987
743390,917708
743400,917176
743410,916755
743420,916801
743430,916560
743440,916669
743450,916699
743460,917038
743470,917387
743480,917313
743490,917116
743500,916403
743510,916301
743520,916611
743530,917036
743540,917274
743550,916898
743560,916621
743570,916576
743580,916905
743590,917101
743600,916771
743610,916517
743620,916735
743630,917159
743640,917252
743650,917014
743660,916800
743670,916984
743680,916981
743690,916880
743700,916706
743710,916703
743720,916985
743730,917092
743740,917254
743750,917568
743760,917581
743770,917403
743780,917045
743790,916939
743800,917045
743810,917115
743820,917320
743830,916997
743840,916613
743850,916532
743860,916921
743870,917243
743880,917085
743890,916973
743900,916991
743910,916925
743920,916831
743930,916746
743940,917115
743950,917591
743960,917583
743970,917049
743980,916745
743990,916818
744000,917381
744010,917422
744020,917443
744030,917162
744040,917020
744050,916898
744060,916984
744070,917231
744080,917336
744090,916934
744100,916719
744110,916535
744120,916913
744130,916905
744140,917149
744150,917193
744160,917071
744170,916824
744180,916479
744190,916803
744200,917045
744210,917254
744220,917036
744230,916771
744240,917066
744250,917059
744260,917073
744270,917010
744280,917216
744290,917213
744300,916544
744310,916394
744320,916896
744330,917356
744340,917042
744350,916802
744360,916892
744370,917216
744380,916843
744390,916783
744400,916846
744410,916950
744420,917064
744430,916904
744440,916873
744450,916920
744460,917273
744470,917499
744480,917335
744490,917154
744500,917044
744510,916976
744520,916971
744530,917021
744540,917182
744550,917233
744560,917158
744570,917030
744580,916720
744590,916435
744600,916570
744610,916353
744620,916276
744630,916220
744640,916636
744650,916983
744660,916860
744670,916686
744680,916856
744690,916964
744700,917043
744710,916728
744720,916468
744730,916721
744740,917029
744750,917383
744760,917159
744770,917138
744780,917023
744790,916879
744800,917135
744810,917044
744820,917137
744830,916493
744840,916306
744850,916417
744860,916612
744870,916885
744880,916956
744890,916972
744900,916907
744910,916739
744920,916836
744930,917005
744940,917029
744950,917205
744960,917141
744970,917231
744980,917256
744990,917005
745000,916724
745010,916276
745020,916259
745030,916751
745040,917318
745050,917678
745060,917571
745070,917035
745080,916714
745090,916588
745100,916858
745110,916901
745120,916672
745130,916613
745140,916756
745150,916664
745160,916586
745170,916373
745180,916775
745190,916961
745200,916991
745210,916721
745220,916500
745230,916651
745240,916936
745250,917017
745260,917014
745270,916923
745280,916888
745290,916837
745300,916631
745310,916607
745320,916481
745330,916592
745340,916798
745350,916969
745360,916884
745370,916878
745380,917038
745390,917291
745400,916937
745410,916775
745420,916868
745430,917263
745440,917363
745450,916967
745460,916718
745470,916545
745480,916788
745490,916852
745500,917027
745510,916823
745520,916901
745530,916903
745540,916988
745550,916908
745560,916862
745570,916664
745580,916485
745590,916288
745600,916599
745610,916769
745620,916629
745630,916475
745640,916454
745650,916690
745660,916826
745670,916903
745680,917088
745690,917176
745700,917064
745710,916761
745720,916414
745730,916400
745740,916591
745750,916691
745760,916706
745770,916841
745780,917146
745790,917229
745800,916960
745810,916694
745820,916710
745830,916749
745840,916736
745850,916516
745860,916559
745870,916680
745880,916946
745890,916747
745900,916434
745910,916113
745920,916669
745930,916924
745940,917059
745950,916806
745960,916849
745970,917074
745980,916833
745990,916600
746000,916565
746010,916696
746020,916785
746030,916715
746040,916928
746050,917104
746060,916984
746070,916638
746080,916839
746090,917032
746100,917314
746110,917086
746120,916816
746130,916771
746140,916743
746150,916967
746160,916552
746170,916142
746180,915951
746190,916418
746200,916901
746210,916996
746220,916740
746230,916835
746240,917171
746250,917171
746260,916831
746270,916929
746280,917409
746290,917875
746300,917597
746310,917143
746320,917302
746330,917501
746340,917538
746350,917028
746360,916625
746370,916843
746380,917024
746390,917388
746400,917293
746410,916649
746420,916637
746430,916598
746440,917017
746450,916826
746460,917011
746470,917428
746480,917265
746490,916933
746500,916792
746510,917064
746520,917258
746530,916743
746540,916451
746550,916480
746560,916641
746570,917064
746580,916974
746590,917057
746600,916968
746610,916971
746620,917345
746630,916961
746640,916847
746650,916723
746660,917109
746670,917381
746680,917393
746690,917270
746700,917203
746710,917252
746720,917018
746730,916845
746740,916826
746750,917019
746760,917156
746770,917068
746780,917104
746790,917122
746800,917066
746810,916768
746820,916734
746830,916754
746840,917088
746850,916844
746860,916596
746870,916532
746880,916921
746890,917261
746900,917243
746910,916775
746920,916734
746930,916826
746940,916957
746950,916676
746960,916581
746970,917043
746980,917141
746990,916839
747000,916773
747010,917162
747020,917687
747030,917410
747040,916991
747050,917027
747060,917087
747070,916851
747080,916506
747090,916508
747100,916853
747110,917054
747120,916953
747130,916811
747140,916811
747150,916867
747160,916954
747170,916578
747180,916715
747190,916971
747200,917366
747210,917234
747220,916949
747230,916839
747240,917001
747250,917273
747260,917282
747270,917200
747280,917039
747290,917110
747300,917000
747310,917053
747320,917195
747330,917129
747340,916819
747350,916203
747360,916292
747370,916817
747380,917492
747390,917527
747400,917046
747410,916627
747420,916785
747430,917237
747440,917540
747450,917446
747460,917161
747470,917206
747480,917222
747490,917396
747500,917020
747510,916689
747520,916820
747530,917000
747540,917093
747550,916612
747560,916612
747570,917236
747580,917459
747590,917414
747600,916818
747610,916830
747620,917231
747630,917628
747640,917463
747650,917281
747660,917251
747670,917564
747680,917436
747690,917118
747700,916907
747710,916788
747720,916943
747730,917030
747740,917110
747750,917201
747760,917039
747770,916561
747780,916226
747790,916620
747800,916971
747810,916916
747820,916385
747830,916406
747840,916768
747850,917225
747860,917334
747870,917482
747880,917347
747890,917146
747900,917063
747910,917010
747920,917118
747930,916953
747940,917231
747950,917392
747960,917105
747970,916622
747980,916613
747990,917146
748000,917519
748010,917516
748020,917263
748030,917175
748040,917366
748050,917252
748060,917170
748070,917117
748080,917261
748090,917253
748100,916897
748110,916900
748120,917158
748130,917335
748140,917406
748150,917053
748160,916844
748170,916867
748180,916856
748190,916949
748200,916505
748210,916465
748220,916719
748230,916748
748240,916727
748250,916818
748260,917206
748270,917370
748280,917023
748290,916807
748300,917038
748310,917155
748320,917368
748330,917181
748340,917280
748350,917467
748360,917481
748370,917392
748380,917124
748390,917186
748400,917439
748410,917311
748420,917064
748430,916450
748440,916356
748450,916545
748460,916765
748470,916625
748480,916696
748490,917211
748500,917775
748510,917687
748520,917480
748530,917214
748540,917309
748550,917224
748560,917240
748570,917223
748580,917315
748590,917275
748600,917079
748610,916637
748620,916792
748630,917311
748640,917876
748650,917687
748660,917198
748670,916804
748680,916975
748690,917101
748700,917315
748710,917197
748720,917134
748730,917003
748740,916788
748750,916861
748760,916976
748770,917542
748780,917504
748790,917339
748800,917194
748810,917026
748820,916958
748830,917245
748840,917805
748850,917951
748860,917531
748870,917192
748880,917393
748890,917641
748900,917576
748910,917240
748920,917126
748930,917128
748940,917264
748950,917083
748960,917108
748970,917390
748980,917923
748990,918234
749000,917891
749010,917471
749020,917358
749030,917484
749040,917358
749050,917236
749060,917070
749070,917275
749080,917153
749090,917134
749100,917261
749110,917643
749120,917950
749130,917570
749140,916884
749150,916644
749160,917019
749170,917336
749180,917396
749190,917003
749200,917152
749210,917036
749220,916967
749230,916712
749240,916628
749250,916753
749260,916821
749270,916863
749280,917059
749290,917284
749300,917435
749310,917045
749320,916627
749330,916571
749340,917108
749350,916948
749360,916727
749370,916770
749380,917438
749390,917666
749400,917246
749410,917013
749420,917387
749430,917614
749440,917715
749450,917617
749460,917489
749470,917083
749480,916800
749490,916916
749500,916980
749510,917012
749520,917176
749530,917499
749540,917676
749550,917541
749560,917515
749570,917501
749580,917474
749590,917471
749600,917372
749610,917047
749620,917241
749630,917231
749640,917501
749650,917276
749660,917231
749670,917500
749680,917473
749690,917317
749700,917295
749710,917401
749720,917642
749730,917244
749740,917108
749750,917205
749760,917448
749770,917452
749780,917223
749790,917295
749800,917351
749810,917609
749820,917453
749830,917605
749840,917454
749850,917500
749860,917204
749870,917096
749880,917165
749890,917501
749900,917774
749910,917613
749920,917311
749930,917275
749940,917433
749950,917394
749960,917267
749970,917086
749980,917276
749990,917376
750000,917581
750010,917490
750020,917175
750030,916944
750040,917178
750050,917497
750060,917565
750070,917480
750080,917555
750090,917830
750100,917846
750110,917691
750120,917662
750130,917690
750140,917759
750150,917410
750160,917045
750170,917181
750180,917344
750190,917545
750200,917513
750210,917593
750220,917516
750230,917239
750240,917221
750250,917614
750260,917713
750270,917231
750280,916881
750290,917033
750300,917404
750310,917678
750320,917443
750330,917475
750340,917369
750350,917648
750360,917596
750370,917548
750380,917657
750390,918171
750400,918364
750410,918048
750420,917355
750430,917009
750440,917042
750450,917234
750460,917357
750470,917173
750480,917239
750490,917424
750500,917670
750510,917681
750520,917366
750530,917400
750540,917474
750550,917279
750560,917088
750570,917156
750580,917365
750590,917629
750600,917798
750610,918032
750620,917903
750630,917477
750640,917209
750650,917255
750660,917376
750670,917651
750680,917422
750690,917065
750700,916953
750710,917216
750720,917698
750730,918174
750740,918445
750750,918632
750760,918231
750770,917815
750780,917395
750790,917324
750800,917598
750810,917836
750820,917719
750830,917381
750840,917226
750850,917526
750860,917669
750870,917469
750880,917335
750890,917377
750900,917705
750910,917685
750920,917543
750930,917376
750940,917369
750950,917554
750960,917536
750970,917486
750980,917495
750990,917629
751000,917558
751010,917377
751020,917546
751030,917860
751040,917924
751050,917413
751060,917129
751070,917177
751080,917711
751090,917912
751100,917594
751110,917290
751120,917441
751130,917816
751140,917875
751150,917557
751160,917690
751170,917919
751180,917939
751190,918031
751200,918121
751210,918039
751220,917790
751230,917623
751240,917746
751250,917705
751260,917391
751270,917422
751280,917482
751290,917797
751300,917801
751310,917650
751320,917764
751330,917621
751340,917330
751350,916953
751360,917047
751370,917410
751380,917281
751390,917111
751400,917131
751410,917372
751420,917491
751430,917281
751440,917091
751450,917221
751460,917300
751470,917580
751480,917395
751490,917349
751500,916951
751510,916883
751520,917197
751530,917444
751540,917489
751550,917184
751560,917117
751570,917338
751580,917539
751590,917694
751600,917454
751610,917319
751620,917576
751630,917732
751640,917610
751650,917124
751660,917191
751670,917444
751680,917591
751690,917490
751700,917200
751710,917038
751720,917063
751730,917029
751740,917213
751750,916846
751760,916764
751770,916577
751780,916856
751790,917105
751800,917359
751810,917533
751820,917576
751830,917368
751840,917111
751850,917246
751860,917628
751870,918007
751880,917821
751890,917342
751900,917198
751910,917233
751920,917538
751930,917508
751940,917298
751950,917326
751960,917381
751970,917730
751980,917343
751990,916927
752000,917069
752010,917401
752020,917496
752030,917207
752040,917243
752050,917406
752060,917379
752070,917336
752080,917416
752090,917347
752100,917569
752110,917544
752120,917627
752130,917041
752140,917021
752150,917171
752160,917564
752170,917789
752180,917603
752190,917255
752200,916969
752210,917183
752220,917606
752230,917889
752240,917904
752250,917771
752260,917567
752270,917296
752280,917328
752290,917636
752300,917990
752310,918084
752320,917656
752330,917486
752340,917510
752350,917836
752360,917854
752370,917567
752380,917315
752390,917575
752400,917621
752410,917630
752420,917139
752430,917212
752440,917451
752450,917375
752460,917186
752470,917229
752480,917587
752490,917645
752500,917258
752510,917241
752520,917578
752530,917554
752540,917499
752550,917381
752560,917555
752570,917595
752580,917445
752590,917422
752600,917296
752610,917293
752620,917590
752630,917762
752640,917850
752650,917853
752660,917670
752670,917688
752680,917345
752690,917259
752700,917209
752710,917162
752720,917081
752730,917421
752740,917921
752750,918348
752760,918041
752770,917543
752780,917148
752790,916957
752800,917103
752810,917315
752820,917180
752830,917311
752840,917518
752850,917789
752860,917619
752870,917170
752880,917178
752890,917331
752900,917441
752910,917266
752920,917246
752930,917324
752940,917709
752950,917754
752960,917794
752970,917464
752980,917579
752990,917752
753000,918030
753010,917788
753020,917450
753030,917326
753040,917483
753050,917908
753060,918016
753070,917595
753080,917341
753090,917426
753100,917590
753110,917402
753120,917648
753130,918018
753140,918296
753150,917771
753160,917414
753170,917552
753180,917694
753190,917731
753200,917355
753210,917107
753220,917086
753230,917119
753240,917468
753250,917500
753260,917485
753270,917413
753280,917267
753290,917146
753300,916973
753310,916721
753320,917068
753330,917433
753340,917625
753350,917274
753360,916890
753370,917210
753380,917525
753390,917763
753400,917598
753410,917431
753420,917252
753430,917242
753440,917207
753450,917336
753460,917486
753470,917524
753480,917359
753490,917448
753500,917603
753510,917621
753520,917362
753530,917426
753540,917778
753550,917681
753560,917460
753570,917146
753580,917419
753590,917639
753600,917908
753610,917701
753620,917360
753630,917042
753640,917185
753650,917387
753660,917482
753670,917338
753680,917490
753690,917496
753700,917537
753710,917405
753720,917584
753730,917824
753740,918131
753750,918191
753760,918311
753770,917970
753780,917726
753790,917741
753800,917633
753810,917365
753820,916940
753830,916967
753840,917270
753850,917209
753860,917141
753870,917300
753880,917540
753890,917613
753900,917286
753910,917114
753920,917272
753930,917486
753940,917689
753950,917553
753960,917526
753970,917620
753980,918017
753990,918103
754000,917809
754010,917426
754020,917338
754030,917546
754040,917597
754050,917771
754060,917642
754070,917836
754080,917471
754090,917431
754100,917341
754110,917661
754120,917653
754130,917408
754140,917325
754150,917595
754160,917972
754170,917903
754180,917983
754190,917900
754200,918037
754210,917979
754220,917801
754230,917759
754240,917729
754250,917579
754260,917171
754270,916690
754280,916984
754290,917515
754300,917876
754310,917719
754320,917451
754330,917743
754340,917965
754350,917786
754360,917259
754370,917161
754380,917271
754390,917323
754400,917023
754410,917228
754420,917552
754430,917699
754440,917601
754450,917286
754460,917254
754470,917406
754480,917611
754490,917579
754500,917269
754510,917237
754520,917627
754530,917740
754540,917604
754550,917251
754560,917393
754570,917663
754580,917584
754590,917160
754600,916922
754610,917301
754620,917674
754630,917681
754640,917345
754650,917402
754660,917600
754670,917852
754680,917576
754690,917362
754700,917238
754710,917196
754720,917251
754730,916993
754740,917094
754750,917130
754760,917270
754770,917333
754780,916982
754790,916906
754800,917141
754810,917539
754820,917503
754830,917239
754840,917236
754850,917588
754860,917705
754870,917733
754880,917725
754890,917584
754900,917366
754910,917296
754920,917165
754930,917126
754940,916959
754950,917113
754960,917190
754970,917511
754980,917407
754990,917246
755000,916969
755010,917291
755020,917459
755030,917394
755040,917399
755050,917699
755060,917903
755070,917572
755080,917548
755090,917715
755100,918022
755110,918000
755120,917750
755130,917897
755140,917931
755150,917966
755160,917728
755170,917448
755180,917449
755190,917376
755200,917659
755210,917533
755220,917256
755230,917012
755240,917266
755250,917581
755260,917585
755270,917596
755280,917624
755290,917506
755300,917441
755310,917467
755320,917430
755330,917388
755340,917623
755350,917905
755360,917960
755370,917576
755380,917346
755390,917243
755400,917611
755410,917861
755420,917799
755430,917617
755440,917320
755450,917094
755460,916995
755470,917552
755480,918058
755490,918103
755500,917660
755510,917181
755520,917175
755530,917309
755540,917711
755550,917459
755560,917260
755570,917278
755580,917715
755590,917769
755600,917732
755610,917647
755620,917633
755630,917121
755640,916908
755650,917333
755660,917953
755670,917979
755680,917539
755690,917191
755700,917480
755710,917833
755720,917948
755730,917899
755740,918075
755750,918120
755760,918046
755770,917425
755780,917480
755790,917601
755800,917745
755810,917653
755820,917656
755830,917746
755840,917902
755850,917468
755860,917241
755870,917358
755880,917639
755890,917730
755900,917581
755910,917644
755920,917831
755930,917709
755940,917638
755950,917571
755960,917827
755970,918220
755980,918217
755990,917891
756000,917331
756010,917140
756020,917251
756030,917358
756040,917527
756050,917725
756060,917501
756070,917175
756080,916783
756090,917065
756100,917510
756110,917674
756120,917446
756130,917246
756140,917496
756150,917783
756160,917909
756170,917524
756180,917587
756190,917771
756200,917719
756210,917343
756220,917162
756230,917659
756240,918128
756250,918190
756260,917732
756270,917471
756280,917426
756290,917350
756300,917515
756310,917704
756320,917948
756330,917725
756340,917179
756350,916886
756360,916880
756370,917280
756380,917755
756390,917998
756400,918159
756410,917926
756420,917728
756430,917583
756440,917778
756450,917804
756460,917710
756470,917321
756480,917275
756490,917491
756500,917837
756510,917812
756520,917605
756530,917415
756540,917782
756550,917763
756560,917647
756570,916996
756580,917069
756590,917568
756600,917915
756610,917935
756620,917859
756630,917885
756640,917799
756650,917632
756660,917411
756670,917375
756680,917126
756690,917300
756700,916960
756710,917080
756720,917392
756730,917628
756740,917483
756750,917140
756760,917049
756770,917107
756780,917122
756790,917576
756800,917754
756810,918101
756820,917779
756830,917706
756840,917533
756850,917681
756860,917546
756870,917101
756880,916789
756890,916976
756900,917199
756910,917260
756920,917260
756930,917416
756940,917640
756950,917600
756960,917449
756970,917378
756980,917389
756990,917583
757000,917522
757010,917395
757020,917462
757030,917684
757040,917708
757050,917280
757060,916974
757070,917419
757080,917606
757090,917680
757100,917671
757110,918099
757120,918330
757130,917744
757140,917197
757150,917321
757160,917716
757170,918071
757180,917758
757190,917419
757200,917151
757210,917181
757220,917586
757230,917536
757240,917469
757250,917609
757260,918050
757270,918143
757280,917737
757290,917550
757300,917710
757310,917942
757320,917566
757330,917463
757340,917474
757350,917808
757360,917648
757370,917351
757380,917693
757390,918048
757400,918339
757410,917874
757420,917550
757430,917355
757440,917456
757450,917634
757460,917759
757470,917926
757480,918112
757490,918139
757500,917630
757510,917122
757520,917251
757530,917564
757540,917645
757550,917625
757560,917741
757570,918254
757580,918144
757590,917929
757600,917570
757610,917460
757620,917801
757630,917700
757640,917443
757650,917389
757660,917643
757670,918121
757680,917837
757690,917606
757700,917361
757710,917596
757720,917706
757730,917696
757740,917363
757750,917531
757760,917818
757770,917910
757780,917353
757790,916838
757800,916913
757810,917143
757820,917189
757830,916954
757840,917209
757850,917546
757860,917860
757870,917780
757880,917571
757890,917461
757900,917347
757910,917471
757920,917578
757930,918031
757940,918309
757950,918242
757960,917975
757970,917556
757980,917235
757990,917113
758000,917215
758010,917558
758020,917783
758030,917901
758040,917980
758050,917792
758060,917381
758070,917268
758080,917311
758090,917492
758100,917190
758110,916803
758120,916775
758130,917297
758140,917898
758150,917841
758160,917619
758170,917177
758180,917287
758190,917252
758200,917158
758210,917111
758220,917126
758230,917313
758240,917248
758250,917251
758260,917251
758270,917176
758280,917108
758290,917406
758300,917874
758310,917886
758320,917341
758330,916935
758340,917167
758350,917576
758360,917733
758370,917527
758380,917324
758390,917235
758400,917061
758410,916928
758420,917173
758430,917687
758440,918016
758450,917730
758460,917175
758470,917230
758480,917557
758490,917833
758500,917799
758510,917785
758520,917879
758530,917899
758540,918052
758550,918039
758560,918022
758570,917929
758580,917891
758590,917736
758600,917492
758610,917385
758620,917600
758630,917866
758640,917974
758650,918067
758660,918191
758670,918044
758680,918007
758690,917985
758700,918397
758710,918135
758720,917700
758730,917477
758740,917726
758750,917886
758760,917604
758770,917527
758780,917580
758790,917854
758800,917578
758810,917557
758820,917723
758830,917934
758840,918046
758850,917666
758860,917405
758870,917451
758880,917525
758890,917639
758900,917243
758910,917115
758920,917144
758930,917366
758940,917533
758950,917928
758960,918380
758970,918404
758980,917878
758990,917003
759000,917098
759010,917518
759020,917968
759030,917978
759040,917588
759050,917669
759060,917782
759070,918345
759080,918011
759090,917721
759100,917464
759110,917693
759120,917694
759130,917572
759140,917861
759150,918131
759160,918300
759170,918011
759180,917833
759190,917736
759200,917686
759210,917566
759220,917212
759230,917214
759240,917310
759250,917393
759260,917321
759270,917391
759280,917655
759290,917834
759300,917983
759310,918026
759320,917856
759330,917855
759340,918021
759350,917940
759360,917590
759370,917641
759380,917893
759390,918016
759400,917564
759410,917523
759420,917629
759430,917617
759440,917493
759450,917365
759460,917210
759470,917256
759480,917330
759490,917728
759500,917745
759510,917650
759520,917461
759530,917601
759540,917678
759550,917449
759560,917171
759570,917338
759580,917410
759590,917460
759600,917435
759610,917572
759620,917605
759630,917461
759640,917531
759650,917156
759660,916676
759670,916498
759680,917015
759690,917491
759700,917528
759710,917729
759720,918009
759730,918401
759740,918310
759750,918083
759760,917759
759770,918122
759780,918413
759790,918495
759800,917695
759810,917122
759820,917357
759830,917934
759840,918097
759850,917873
759860,917678
759870,917743
759880,917889
759890,917760
759900,917608
759910,917435
759920,917621
759930,917831
759940,917689
759950,917584
759960,917834
759970,918013
759980,917948
759990,917379
760000,917376
760010,917288
760020,917691
760030,917751
760040,917552
760050,917377
760060,917363
760070,917759
760080,917946
760090,917794
760100,917623
760110,917280
760120,917467
760130,917484
760140,917291
760150,917233
760160,917415
760170,917876
760180,918115
760190,918031
760200,918089
760210,917931
760220,918007
760230,917801
760240,917672
760250,917717
760260,917846
760270,917534
760280,917190
760290,917177
760300,917540
760310,917696
760320,917434
760330,917234
760340,917323
760350,917711
760360,917883
760370,917683
760380,917461
760390,917646
760400,917701
760410,917648
760420,917355
760430,917453
760440,917375
760450,917494
760460,917616
760470,918031
760480,918133
760490,918107
760500,917867
760510,917636
760520,917189
760530,916912
760540,917302
760550,917928
760560,918228
760570,917776
760580,917584
760590,917814
760600,917866
760610,917857
760620,917669
760630,917855
760640,917844
760650,917546
760660,917264
760670,917432
760680,917671
760690,918106
760700,917639
760710,917320
760720,917218
760730,917456
760740,917655
760750,917618
760760,917713
760770,917823
760780,917759
760790,917872
760800,917803
760810,917707
760820,917251
760830,917212
760840,917248
760850,917257
760860,917250
760870,917250
760880,917469
760890,917912
760900,917947
760910,917618
760920,917063
760930,916915
760940,917561
760950,917732
760960,917651
760970,917558
760980,917939
760990,917935
761000,917231
761010,916804
761020,917155
761030,917464
761040,917555
761050,917333
761060,917433
761070,917588
761080,917807
761090,918033
761100,918011
761110,917914
761120,918015
761130,917542
761140,917313
761150,917049
761160,917272
761170,917163
761180,917044
761190,917418
761200,917543
761210,917448
761220,917026
761230,917201
761240,917591
761250,917823
761260,917911
761270,917854
761280,917875
761290,918043
761300,917873
761310,917769
761320,917604
761330,917640
761340,917568
761350,917288
761360,917143
761370,917375
761380,917719
761390,918123
761400,917854
761410,917734
761420,917711
761430,917890
